UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_roll_mean,Process temperature [K]_roll_mean,Rotational speed [rpm]_roll_mean,Torque [Nm]_roll_mean,Tool wear [min]_roll_mean,Air temperature [K]_roll_std,Process temperature [K]_roll_std,Rotational speed [rpm]_roll_std,Torque [Nm]_roll_std,Tool wear [min]_roll_std,Air temperature [K]_roll_var,Process temperature [K]_roll_var,Rotational speed [rpm]_roll_var,Torque [Nm]_roll_var,Tool wear [min]_roll_var
38,L47217,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,298.93999999999994,309.3,1538.4,38.8,92.3,0.11737877907817829,0.14142135623782728,145.60311351982378,8.282914140969154,7.3037281195595485,0.013777777777883783,0.02000000000014645,21200.26666666669,68.60666666666678,53.34444444444486
39,H29452,H,298.9,309.2,1379,50.7,106,0,0,0,0,0,0,298.91999999999996,309.28000000000003,1532.4,39.45,94.7,0.10327955589933865,0.1398411797565225,151.27987308297168,8.979513721057883,7.484057129065192,0.010666666666764617,0.019555555555696033,22885.600000000017,80.63166666666679,56.01111111111153
40,L47219,L,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,298.9,309.25,1498.1,41.690000000000005,97.4,0.1054092553393766,0.14337208778450503,149.69706447058707,9.1796211492874,8.044321668799151,0.011111111111201895,0.02055555555568782,22409.2111111111,84.26544444444451,64.71111111111155
41,L47220,L,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,298.87,309.21,1500.4,41.410000000000004,100.1,0.08232726023534595,0.11972189997429943,147.13576497008918,8.99993209850929,8.319321553534976,0.0067777777778583745,0.014333333333456155,21648.933333333327,80.99877777777785,69.2111111111116
42,L47221,L,298.8,309.1,1368,50.8,115,0,0,0,0,0,0,298.85,309.18,1457.4,43.940000000000005,102.7,0.0707106781191911,0.10327955589943955,108.17393401369834,7.453738808290925,8.525126261691279,0.005000000000075851,0.010666666666785457,11701.599999999962,55.55822222222222,72.67777777777832
43,M14902,M,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,298.83000000000004,309.15,1452.3,44.019999999999996,105.3,0.04830458915471319,0.07071067811948062,111.34136697562124,7.509815798895026,8.525126261691282,0.002333333333405635,0.0050000000001167956,12396.89999999996,56.397333333333336,72.67777777777839
44,H29457,H,298.8,309.2,1372,48.5,120,0,0,0,0,0,0,298.82,309.14,1423.0,45.62,108.0,0.04216370213642023,0.051639777950553835,84.45511628472609,6.40603881765739,8.472176684759267,0.0017777777778487673,0.002666666666782506,7132.666666666606,41.0373333333333,71.77777777777852
45,M14904,M,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,298.82,309.14000000000004,1414.3,46.9,111.0,0.04216370213642023,0.051639777950553835,72.52746606171529,5.134199061197369,8.666666666666721,0.0017777777778487673,0.002666666666782506,5260.2333333332635,26.359999999999946,75.11111111111205
46,L47225,L,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,298.82000000000005,309.13,1418.0,46.95,114.0,0.04216370213642023,0.048304589155161844,75.54542415733096,5.154986798129442,8.856886837057678,0.0017777777778487673,0.002333333333448979,5707.111111111043,26.573888888888835,78.44444444444557
47,M14906,M,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,298.8,309.11,1444.2,45.86,116.9,0.047140452079823585,0.05676462122077335,148.53192698316843,7.955040330926463,8.875058685252057,0.0022222222222901436,0.0032222222223378724,22061.733333333275,63.2826666666666,78.76666666666796
48,L47227,L,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,298.8,309.11,1442.1,46.57000000000001,119.8,0.047140452079823585,0.05676462122077335,148.76189028107953,7.603661398738545,8.929352346801796,0.0022222222222901436,0.0032222222223378724,22130.09999999994,57.8156666666666,79.73333333333474
49,H29462,H,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,298.79,309.11,1446.7,46.89,122.7,0.03162277660273085,0.05676462122077335,147.29792183794623,7.85980633066461,8.65447860936761,0.0010000000000662218,0.0032222222223378724,21696.67777777772,61.77655555555548,74.90000000000151
50,M14909,M,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,298.8,309.12,1452.9,46.05,125.6,0.047140452079823585,0.06324555320427763,144.04432188276846,7.639408063165331,9.143303560530054,0.0022222222222901436,0.004000000000115112,20748.76666666661,58.36055555555548,83.60000000000157
51,L47230,L,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,298.81,309.12,1602.8,41.97,128.6,0.056764621220368634,0.06324555320427763,463.86319822407404,15.18940054409287,9.46572765295947,0.0032222222222919247,0.004000000000115112,215169.06666666662,230.71788888888875,89.6000000000016
52,L47231,L,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,298.82,309.12,1604.3,42.379999999999995,131.6,0.06324555320393785,0.06324555320427763,463.04308654810944,15.506256801691372,9.430447143870483,0.004000000000072133,0.004000000000115112,214408.89999999997,240.4439999999999,88.93333333333494
53,H29466,H,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,298.82,309.11,1617.2,41.85,134.6,0.06324555320393786,0.07378647873804302,457.4921492951181,15.340740964286349,9.033271832509062,0.004000000000072134,0.0054444444445596735,209299.06666666662,235.33833333333325,81.60000000000161
54,L47233,L,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,298.81000000000006,309.09000000000003,1636.5,40.510000000000005,137.8,0.07378647873773551,0.07378647873805114,450.0084567106613,15.280448655426026,8.954204474869856,0.005444444444514295,0.005444444444560873,202507.6111111111,233.49211111111103,80.17777777777935
55,L47234,L,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,298.8,309.08000000000004,1658.4,38.77,140.7,0.08164965809318175,0.07888106377540291,446.42809549180976,15.386361204362487,9.043720964784928,0.00666666666673348,0.00622222222233918,199298.04444444441,236.74011111111102,81.78888888889041
56,L47235,L,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,298.8,309.08000000000004,1660.7,37.93,143.5,0.08164965809318175,0.07888106377540291,445.51669129475073,14.983772703976937,9.009254501159795,0.00666666666673348,0.00622222222233918,198485.1222222222,224.51344444444436,81.16666666666802
57,L47236,L,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,298.81,309.09000000000003,1624.1,39.589999999999996,146.3,0.07378647873773551,0.07378647873804682,443.90726008430585,14.398722937199052,8.692908987598333,0.005444444444514296,0.005444444444560235,197053.65555555557,207.3232222222221,75.56666666666787
58,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,298.81,309.09000000000003,1633.6,38.99,149.0,0.07378647873773551,0.07378647873804682,440.0058585468557,14.211845606941958,8.286535263104101,0.005444444444514296,0.005444444444560235,193605.15555555557,201.97655555555545,68.66666666666775
59,M14918,M,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,298.81,309.07000000000005,1657.2,36.55,151.7,0.07378647873773551,0.0674948557719486,433.86039741424247,13.441250768519355,7.5872700404471916,0.005444444444514296,0.0045555555556761424,188234.84444444443,180.66722222222216,57.56666666666753
60,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,298.8,309.06,1653.8,37.58,154.2,0.06666666666717719,0.05163977795062607,436.1227655909132,14.44151423270196,7.420691791650375,0.004444444444512514,0.0026666666667899664,190203.06666666665,208.55733333333328,55.06666666666726
61,L47240,L,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,298.79,309.06000000000006,1507.0,42.38,156.6,0.056764621220339276,0.05163977795062607,109.04127658827275,9.336523264399151,7.2755297630711215,0.0032222222222885923,0.0026666666667899664,11890.0000000002,87.17066666666659,52.933333333333735
62,M14921,M,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,298.78,309.05,1527.9,40.709999999999994,159.0,0.04216370213634625,0.052704627670659705,102.46457382378097,8.282303758952304,6.97614984548547,0.0017777777778425297,0.0027777777779028684,10498.98888888906,68.59655555555548,48.66666666666694
63,L47242,L,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,298.78000000000003,309.05,1561.1,38.620000000000005,161.5,0.04216370213634625,0.052704627670659705,138.71429470518055,9.895767894520475,6.670832032063175,0.0017777777778425297,0.0027777777779028684,19241.655555555684,97.92622222222218,44.50000000000011
64,M14923,M,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,298.80000000000007,309.05,1585.8,37.7,163.7,0.04714045207982784,0.052704627670659705,159.86438697290373,10.657704568370557,6.815831244650609,0.0022222222222905447,0.0027777777779028684,25556.622222222315,113.58666666666664,46.45555555555547
65,L47244,L,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,298.83000000000004,309.06000000000006,1569.0,38.55,166.0,0.06749485577160089,0.05163977795062607,156.36993175017912,10.31775707753924,7.055336829505552,0.004555555555629206,0.0026666666667899664,24451.555555555675,106.45611111111107,49.77777777777745
66,L47245,L,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,298.85,309.06,1557.2,38.989999999999995,168.3,0.08498365856033395,0.05163977795062607,165.34395127195418,10.511628481511954,7.180993431738121,0.007222222222299421,0.0026666666667899664,27338.622222222362,110.49433333333329,51.56666666666604
67,M14926,M,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,298.86,309.04,1577.4,37.62,170.6,0.08432740427162712,0.06992058987892373,166.7900876351273,10.90329206147289,7.1987653262362485,0.007111111111190435,0.004888888889016652,27818.93333333344,118.88177777777774,51.822222222221285
68,H29481,H,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,298.86,309.02,1572.7,38.0,173.0,0.08432740427162712,0.07888106377549658,169.44750088318114,11.071986673081252,7.2724747430903935,0.007111111111190435,0.00622222222235396,28712.45555555567,122.58888888888886,52.88888888888769
69,L47248,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,298.86,309.01,1559.3,38.29,175.7,0.08432740427162712,0.08755950357786121,166.96909228290698,10.860576002731673,7.73232752079782,0.007111111111190435,0.00766666666680149,27878.67777777791,117.95211111111108,59.788888888887364
70,L47249,L,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,298.87,309.0,1562.5,39.42,178.3,0.08232726023535161,0.08164965809360936,163.37635487834052,13.083390658048511,8.097324661063361,0.006777777777859308,0.006666666666803309,26691.833333333463,171.17511111111108,65.56666666666487
71,M14930,M,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,298.88,308.98999999999995,1615.6,36.42,180.9,0.07888106377519284,0.07378647873820009,186.78044151712828,13.164666514744857,8.23879710745299,0.00622222222230604,0.005444444444582853,34886.93333333338,173.3084444444445,67.87777777777576
72,L47251,L,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,298.89,309.0,1601.6,37.15,183.6,0.07378647873785006,0.08164965809360158,193.85859680590806,13.473121390383152,8.329332372872125,0.0054444444445312,0.006666666666802038,37581.155555555626,181.52500000000003,69.37777777777559
73,L47252,L,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,298.9,309.01,1555.6,39.3,186.2,0.06666666666733997,0.08755950357784709,188.4033498168819,12.635927614016577,8.363943780033033,0.004444444444534219,0.007666666666799018,35495.82222222237,159.66666666666666,69.95555555555325
74,L47253,L,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,298.90999999999997,309.02000000000004,1533.6,40.21,188.8,0.07378647873789074,0.09189365834797157,166.73545247220608,11.868019585798166,8.18942407417422,0.005444444444537201,0.008444444444573726,27800.711111111294,140.84988888888887,67.06666666666428
75,L47254,L,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,298.9,309.01,1541.4,39.58,191.3,0.06666666666733997,0.08755950357784709,168.0041004790596,12.127361167578414,8.000694414306091,0.004444444444534219,0.007666666666799018,28225.377777777947,147.07288888888888,64.01111111110868
76,L47255,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,298.88,308.99,1539.9,39.739999999999995,193.8,0.06324555320403011,0.08755950357788461,169.52643189518054,12.218492360170936,7.627435858647077,0.004000000000083804,0.007666666666805587,28739.211111111283,149.29155555555553,58.17777777777527
77,L47256,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,298.87,308.98999999999995,1518.1,41.660000000000004,196.3,0.06749485577165494,0.08755950357788461,163.56340938268895,11.79201236242379,7.040359839288337,0.004555555555636503,0.007666666666805587,26752.988888889096,139.0515555555555,49.566666666664105
78,L47257,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,298.87,308.99,1517.0,41.38,198.7,0.06749485577165494,0.08755950357788461,163.98915953331993,11.760838972340931,6.4472216238209175,0.004555555555636503,0.007666666666805587,26892.444444444656,138.3173333333333,41.56666666666403
79,L47258,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,298.87,308.99,1504.1,43.290000000000006,179.8,0.06749485577165494,0.08755950357788461,168.1364855638954,11.691160003276925,63.41188111597593,0.004555555555636503,0.007666666666805587,28269.877777778012,136.68322222222213,4021.066666666665
80,L47259,L,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,298.86,308.98,1503.3,40.510000000000005,160.9,0.06992058987857318,0.09189365834804306,168.6522062312465,8.690409784482096,84.39648491890325,0.0048888888889676305,0.008444444444586863,28443.566666666906,75.52322222222216,7122.7666666666655
81,H29494,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,298.85,308.96,1455.4,43.239999999999995,142.0,0.07071067811919651,0.10749676997800396,81.28031058558538,6.434145026514566,96.67816023625328,0.005000000000076617,0.011555555555703893,6606.488888889224,41.398222222222124,9346.666666666664
82,L47261,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,298.85,308.94,1455.2,43.44,123.3,0.07071067811919651,0.09660917830873124,81.29206603353327,6.542374696290833,102.95419693566001,0.005000000000076617,0.009333333333488226,6608.400000000335,42.80266666666656,10599.566666666666
83,L47262,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,298.85,308.91999999999996,1463.6,43.08,104.6,0.07071067811919651,0.0788810637756827,75.53100908457166,6.582603335054192,104.8440111149257,0.005000000000076617,0.006222222222383321,5704.933333333646,43.33066666666657,10992.266666666665
84,L47263,L,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,298.85,308.90999999999997,1451.3,43.589999999999996,85.9,0.07071067811919651,0.05676462122119004,60.89526527845726,6.064184473887089,102.59028544002918,0.005000000000076617,0.0032222222223851783,3708.2333333336824,36.774333333333225,10524.766666666663
85,L47264,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,298.85,308.9,1433.4,45.12,67.2,0.07071067811919651,0.0471404520808636,30.945112699752784,4.66876143461338,95.9013381901768,0.005000000000076617,0.002222222222388197,957.600000000401,21.797333333333185,9197.066666666664
86,M14945,M,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,298.87,308.90999999999997,1475.9,43.13,48.5,0.0823272602353506,0.05676462122119004,117.82326689674883,7.376396289667611,83.72076604204398,0.00677777777785914,0.0032222222223851783,13882.32222222251,54.41122222222211,7009.166666666663
87,H29500,H,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,298.89,308.91999999999996,1473.4,42.73,29.9,0.08755950357757895,0.06324555320463159,118.4381695231748,7.195222180184718,62.91873065047215,0.007666666666752062,0.004000000000159885,14027.600000000295,51.77122222222212,3958.7666666666637
88,L47267,L,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,298.90999999999997,308.93,1482.3,41.779999999999994,11.6,0.0875595035775995,0.06749485577221294,120.23222899409777,7.988436086688746,8.058122196475447,0.007666666666755661,0.004555555555711827,14455.788888889163,63.81511111111101,64.93333333333028
89,M14948,M,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,298.92999999999995,308.94,1484.4,41.15,14.3,0.08232726023542608,0.06992058987910037,118.77074087875833,7.3604423176267755,8.260347046785038,0.006777777777871568,0.004888888889041354,14106.488888889156,54.17611111111101,68.2333333333303
90,M14949,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,298.94,308.93999999999994,1492.9,41.31,17.1,0.0699205898787002,0.06992058987910037,115.20652952174497,7.299079089553384,8.37257427557361,0.004888888888985392,0.004888888889041354,13272.544444444695,53.27655555555546,70.09999999999695
91,L47270,L,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,298.95,308.95,1523.7,38.9,20.0,0.052704627670420404,0.05270462767088899,139.57240255708055,8.084140853135434,8.353309390760929,0.002777777777877644,0.002777777777927037,19480.45555555574,65.3533333333333,69.77777777777472
92,L47271,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,298.95,308.95,1561.7,36.64,22.6,0.052704627670420404,0.05270462767088899,166.42385646294855,8.557933291526773,8.591985930052445,0.002777777777877644,0.002777777777927037,27696.9000000001,73.23822222222225,73.82222222221918
93,M14952,M,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,298.94999999999993,308.95,1589.1,35.269999999999996,25.2,0.052704627670420404,0.05270462767088899,169.0735868720417,8.907431354399167,8.625543461138953,0.002777777777877644,0.002777777777927037,28585.877777777827,79.34233333333339,74.39999999999696
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,298.96,308.95,1587.2,35.559999999999995,27.9,0.06992058987875194,0.05270462767088899,170.67239573717455,9.126664231799046,8.608135686662763,0.004888888888992627,0.002777777777927037,29129.066666666717,83.29600000000005,74.09999999999701
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,298.97,308.94999999999993,1607.2,33.99,30.6,0.0674948557718431,0.05270462767088899,160.58282736471065,8.120269563122758,8.342661445845506,0.0045555555556619,0.002777777777927037,25786.84444444446,65.93877777777786,69.59999999999702
96,M14955,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,298.97,308.94999999999993,1561.9,36.53,33.3,0.0674948557718431,0.05270462767088899,162.77759196045548,9.480043366051774,7.80384520605048,0.0045555555556619,0.002777777777927037,26496.54444444454,89.87122222222226,60.89999999999706
97,M14956,M,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,298.97,308.94999999999993,1575.8,35.67,36.0,0.0674948557718431,0.05270462767088899,156.6516304841204,9.120434931149576,7.3484692283493365,0.0045555555556619,0.002777777777927037,24539.733333333403,83.18233333333339,53.999999999997094
98,M14957,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,298.96,308.93999999999994,1596.4,35.480000000000004,38.5,0.06992058987875194,0.051639777950914775,165.3106167189513,9.229156696759103,7.442371187255176,0.004888888888992627,0.002666666666819784,27327.600000000024,85.1773333333334,55.38888888888603
99,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,298.95,308.91999999999996,1607.4,34.230000000000004,41.1,0.0707106781193695,0.0632455532046348,155.5672059129287,8.590828442783234,7.519604008486192,0.00500000000010108,0.004000000000160292,24201.155555555557,73.8023333333334,56.544444444441616
100,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,298.94,308.90999999999997,1611.0,34.72,43.6,0.08432740427173618,0.0737864787383756,152.86450063881918,9.052169782862993,7.574812062208209,0.007111111111208829,0.005444444444608755,23367.55555555555,81.94177777777784,57.37777777777498
